Date of analysis,Country,Total country population,Level 1,Validity period,From,To,Phase,Number,Percentage
#date+analysis,#country+code,#population,#loc+level1,#period+v_ipc,#date+start,#date+end,#severity+v_ipc,#affected+num,#affected+pct
Oct 2020,TGO,7975513,Centrale,current,2020-10-01,2020-12-31,2,77681,0.1
Oct 2020,TGO,7975513,Centrale,current,2020-10-01,2020-12-31,3,3218,0
Oct 2020,TGO,7975513,Centrale,current,2020-10-01,2020-12-31,4,0,0
Oct 2020,TGO,7975513,Centrale,current,2020-10-01,2020-12-31,5,0,0
Oct 2020,TGO,7975513,Centrale,first projection,2021-06-01,2021-08-31,all,746845,1.0
Oct 2020,TGO,7975513,Centrale,first projection,2021-06-01,2021-08-31,3+,7224,0.01
Oct 2020,TGO,7975513,Centrale,first projection,2021-06-01,2021-08-31,1,640633,0.86
Oct 2020,TGO,7975513,Centrale,first projection,2021-06-01,2021-08-31,2,98988,0.13
Oct 2020,TGO,7975513,Centrale,first projection,2021-06-01,2021-08-31,3,7224,0.01
Oct 2020,TGO,7975513,Centrale,first projection,2021-06-01,2021-08-31,4,0,0
Oct 2020,TGO,7975513,Centrale,first projection,2021-06-01,2021-08-31,5,0,0
Oct 2020,TGO,7975513,Savanes,current,2020-10-01,2020-12-31,all,773047,1.0
Oct 2020,TGO,7975513,Savanes,current,2020-10-01,2020-12-31,3+,16053,0.02
Oct 2020,TGO,7975513,Savanes,current,2020-10-01,2020-12-31,1,673004,0.87
Oct 2020,TGO,7975513,Savanes,current,2020-10-01,2020-12-31,2,83990,0.11
Oct 2020,TGO,7975513,Savanes,current,2020-10-01,2020-12-31,3,16053,0.02
Oct 2020,TGO,7975513,Savanes,current,2020-10-01,2020-12-31,4,0,0
Oct 2020,TGO,7975513,Savanes,current,2020-10-01,2020-12-31,5,0,0
Oct 2020,TGO,7975513,Savanes,first projection,2021-06-01,2021-08-31,all,773047,1.0
Oct 2020,TGO,7975513,Savanes,first projection,2021-06-01,2021-08-31,3+,11142,0.01
Oct 2020,TGO,7975513,Savanes,first projection,2021-06-01,2021-08-31,1,646507,0.84
Oct 2020,TGO,7975513,Savanes,first projection,2021-06-01,2021-08-31,2,115399,0.15
Oct 2020,TGO,7975513,Savanes,first projection,2021-06-01,2021-08-31,3,11142,0.01
Oct 2020,TGO,7975513,Savanes,first projection,2021-06-01,2021-08-31,4,0,0
Oct 2020,TGO,7975513,Savanes,first projection,2021-06-01,2021-08-31,5,0,0
Oct 2022,TZA,61741120,Mainland,current,2022-10-01,2023-02-28,all,8743251,1.0
Oct 2022,TZA,61741120,Mainland,current,2022-10-01,2023-02-28,3+,964006,0.11
Oct 2022,TZA,61741120,Mainland,current,2022-10-01,2023-02-28,1,5079166,0.58
Oct 2022,TZA,61741120,Mainland,current,2022-10-01,2023-02-28,2,2700080,0.31
Oct 2022,TZA,61741120,Mainland,current,2022-10-01,2023-02-28,3,945975,0.11
Oct 2022,TZA,61741120,Mainland,current,2022-10-01,2023-02-28,4,18030,0
Oct 2022,TZA,61741120,Mainland,current,2022-10-01,2023-02-28,5,0,0
Oct 2022,TZA,61741120,Mainland,first projection,2023-03-01,2023-05-31,all,8955474,1.0
Oct 2022,TZA,61741120,Mainland,first projection,2023-03-01,2023-05-31,3+,839106,0.09
Oct 2022,TZA,61741120,Mainland,first projection,2023-03-01,2023-05-31,1,5034982,0.56
Oct 2022,TZA,61741120,Mainland,first projection,2023-03-01,2023-05-31,2,3081385,0.34
Oct 2022,TZA,61741120,Mainland,first projection,2023-03-01,2023-05-31,3,839106,0.09
Oct 2022,TZA,61741120,Mainland,first projection,2023-03-01,2023-05-31,4,0,0
Oct 2022,TZA,61741120,Mainland,first projection,2023-03-01,2023-05-31,5,0,0
Oct 2022,TZA,61741120,Zanzibar,current,2022-10-01,2023-02-28,all,1762989,1.0
Oct 2022,TZA,61741120,Zanzibar,current,2022-10-01,2023-02-28,3+,146779,0.08
Oct 2022,TZA,61741120,Zanzibar,current,2022-10-01,2023-02-28,1,1022177,0.58
Oct 2022,TZA,61741120,Zanzibar,current,2022-10-01,2023-02-28,2,594033,0.34
Oct 2022,TZA,61741120,Zanzibar,current,2022-10-01,2023-02-28,3,146779,0.08
Oct 2022,TZA,61741120,Zanzibar,current,2022-10-01,2023-02-28,4,0,0
Oct 2022,TZA,61741120,Zanzibar,current,2022-10-01,2023-02-28,5,0,0
Oct 2022,TZA,61741120,Zanzibar,first projection,2023-03-01,2023-05-31,all,1807581,1.0
Oct 2022,TZA,61741120,Zanzibar,first projection,2023-03-01,2023-05-31,3+,150990,0.08
Oct 2022,TZA,61741120,Zanzibar,first projection,2023-03-01,2023-05-31,1,978577,0.54
Oct 2022,TZA,61741120,Zanzibar,first projection,2023-03-01,2023-05-31,2,678014,0.38
Oct 2022,TZA,61741120,Zanzibar,first projection,2023-03-01,2023-05-31,3,150990,0.08
Oct 2022,TZA,61741120,Zanzibar,first projection,2023-03-01,2023-05-31,4,0,0
Oct 2022,TZA,61741120,Zanzibar,first projection,2023-03-01,2023-05-31,5,0,0
Jul 2017,TZA,55504000,Kaskazini Pemba,current,2017-07-01,2017-09-30,all,110788,1.0
Jul 2017,TZA,55504000,Kaskazini Pemba,current,2017-07-01,2017-09-30,3+,33236,0.3
Jul 2017,TZA,55504000,Kaskazini Pemba,current,2017-07-01,2017-09-30,1,15510,0.14
Jul 2017,TZA,55504000,Kaskazini Pemba,current,2017-07-01,2017-09-30,2,60933,0.55
Jul 2017,TZA,55504000,Kaskazini Pemba,current,2017-07-01,2017-09-30,3,27697,0.25
Jul 2017,TZA,55504000,Kaskazini Pemba,current,2017-07-01,2017-09-30,4,5539,0.05
Jul 2017,TZA,55504000,Kaskazini Pemba,current,2017-07-01,2017-09-30,5,0,0
Jul 2017,TZA,55504000,Kaskazini Pemba,first projection,2017-10-01,2017-12-31,all,110788,1.0
Jul 2017,TZA,55504000,Kaskazini Pemba,first projection,2017-10-01,2017-12-31,3+,27697,0.25
Jul 2017,TZA,55504000,Kaskazini Pemba,first projection,2017-10-01,2017-12-31,1,15510,0.14
Jul 2017,TZA,55504000,Kaskazini Pemba,first projection,2017-10-01,2017-12-31,2,66473,0.6
Jul 2017,TZA,55504000,Kaskazini Pemba,first projection,2017-10-01,2017-12-31,3,27697,0.25
Jul 2017,TZA,55504000,Kaskazini Pemba,first projection,2017-10-01,2017-12-31,4,0,0
Jul 2017,TZA,55504000,Kaskazini Pemba,first projection,2017-10-01,2017-12-31,5,0,0
Jul 2017,TZA,55504000,Kaskazini Unguja,current,2017-07-01,2017-09-30,all,124134,1.0
Jul 2017,TZA,55504000,Kaskazini Unguja,current,2017-07-01,2017-09-30,3+,31034,0.25
Jul 2017,TZA,55504000,Kaskazini Unguja,current,2017-07-01,2017-09-30,1,18620,0.15
Jul 2017,TZA,55504000,Kaskazini Unguja,current,2017-07-01,2017-09-30,2,74480,0.6
Jul 2017,TZA,55504000,Kaskazini Unguja,current,2017-07-01,2017-09-30,3,18620,0.15
Jul 2017,TZA,55504000,Kaskazini Unguja,current,2017-07-01,2017-09-30,4,12413,0.1
Jul 2017,TZA,55504000,Kaskazini Unguja,current,2017-07-01,2017-09-30,5,0,0
Jul 2017,TZA,55504000,Kaskazini Unguja,first projection,2017-10-01,2017-12-31,all,124134,1.0
Jul 2017,TZA,55504000,Kaskazini Unguja,first projection,2017-10-01,2017-12-31,3+,37240,0.3
Jul 2017,TZA,55504000,Kaskazini Unguja,first projection,2017-10-01,2017-12-31,1,18620,0.15
Jul 2017,TZA,55504000,Kaskazini Unguja,first projection,2017-10-01,2017-12-31,2,68274,0.55
Jul 2017,TZA,55504000,Kaskazini Unguja,first projection,2017-10-01,2017-12-31,3,24827,0.2
Jul 2017,TZA,55504000,Kaskazini Unguja,first projection,2017-10-01,2017-12-31,4,12413,0.1
Jul 2017,TZA,55504000,Kaskazini Unguja,first projection,2017-10-01,2017-12-31,5,0,0
Jul 2017,TZA,55504000,Kusini Unguja,current,2017-07-01,2017-09-30,all,43369,1.0
Jul 2017,TZA,55504000,Kusini Unguja,current,2017-07-01,2017-09-30,3+,3903,0.09
Jul 2017,TZA,55504000,Kusini Unguja,current,2017-07-01,2017-09-30,1,29925,0.69
Jul 2017,TZA,55504000,Kusini Unguja,current,2017-07-01,2017-09-30,2,9107,0.21
Jul 2017,TZA,55504000,Kusini Unguja,current,2017-07-01,2017-09-30,3,3903,0.09
Jul 2017,TZA,55504000,Kusini Unguja,current,2017-07-01,2017-09-30,4,0,0
Jul 2017,TZA,55504000,Kusini Unguja,current,2017-07-01,2017-09-30,5,0,0
Jul 2017,TZA,55504000,Kusini Unguja,first projection,2017-10-01,2017-12-31,all,43369,1.0
Jul 2017,TZA,55504000,Kusini Unguja,first projection,2017-10-01,2017-12-31,3+,3903,0.09
Jul 2017,TZA,55504000,Kusini Unguja,first projection,2017-10-01,2017-12-31,1,29925,0.69
Jul 2017,TZA,55504000,Kusini Unguja,first projection,2017-10-01,2017-12-31,2,9107,0.21
Jul 2017,TZA,55504000,Kusini Unguja,first projection,2017-10-01,2017-12-31,3,3903,0.09
Jul 2017,TZA,55504000,Kusini Unguja,first projection,2017-10-01,2017-12-31,4,0,0
Jul 2017,TZA,55504000,Kusini Unguja,first projection,2017-10-01,2017-12-31,5,0,0
Jul 2017,TZA,55504000,Mjini Magharibi,current,2017-07-01,2017-09-30,all,457256,1.0
Jul 2017,TZA,55504000,Mjini Magharibi,current,2017-07-01,2017-09-30,3+,45726,0.1
Jul 2017,TZA,55504000,Mjini Magharibi,current,2017-07-01,2017-09-30,1,45726,0.1
Jul 2017,TZA,55504000,Mjini Magharibi,current,2017-07-01,2017-09-30,2,365805,0.8
Jul 2017,TZA,55504000,Mjini Magharibi,current,2017-07-01,2017-09-30,3,45726,0.1
Jul 2017,TZA,55504000,Mjini Magharibi,current,2017-07-01,2017-09-30,4,0,0
Jul 2017,TZA,55504000,Mjini Magharibi,current,2017-07-01,2017-09-30,5,0,0
Jul 2017,TZA,55504000,Mjini Magharibi,first projection,2017-10-01,2017-12-31,all,457256,1.0
Jul 2017,TZA,55504000,Mjini Magharibi,first projection,2017-10-01,2017-12-31,3+,22863,0.05
Jul 2017,TZA,55504000,Mjini Magharibi,first projection,2017-10-01,2017-12-31,1,45726,0.1
Jul 2017,TZA,55504000,Mjini Magharibi,first projection,2017-10-01,2017-12-31,2,388668,0.85
Jul 2017,TZA,55504000,Mjini Magharibi,first projection,2017-10-01,2017-12-31,3,22863,0.05
Jul 2017,TZA,55504000,Mjini Magharibi,first projection,2017-10-01,2017-12-31,4,0,0
Jul 2017,TZA,55504000,Mjini Magharibi,first projection,2017-10-01,2017-12-31,5,0,0
Jul 2017,TZA,55504000,Kusini Pemba,current,2017-07-01,2017-09-30,all,103400,1.0
Jul 2017,TZA,55504000,Kusini Pemba,current,2017-07-01,2017-09-30,3+,5170,0.05
Jul 2017,TZA,55504000,Kusini Pemba,current,2017-07-01,2017-09-30,1,25850,0.25
Jul 2017,TZA,55504000,Kusini Pemba,current,2017-07-01,2017-09-30,2,72380,0.7
Jul 2017,TZA,55504000,Kusini Pemba,current,2017-07-01,2017-09-30,3,5170,0.05
Jul 2017,TZA,55504000,Kusini Pemba,current,2017-07-01,2017-09-30,4,0,0
Jul 2017,TZA,55504000,Kusini Pemba,current,2017-07-01,2017-09-30,5,0,0
Jul 2017,TZA,55504000,Kusini Pemba,first projection,2017-10-01,2017-12-31,all,103400,1.0
Jul 2017,TZA,55504000,Kusini Pemba,first projection,2017-10-01,2017-12-31,3+,5170,0.05
Jul 2017,TZA,55504000,Kusini Pemba,first projection,2017-10-01,2017-12-31,1,25850,0.25
Jul 2017,TZA,55504000,Kusini Pemba,first projection,2017-10-01,2017-12-31,2,72380,0.7
Jul 2017,TZA,55504000,Kusini Pemba,first projection,2017-10-01,2017-12-31,3,5170,0.05
Jul 2017,TZA,55504000,Kusini Pemba,first projection,2017-10-01,2017-12-31,4,0,0
Jul 2017,TZA,55504000,Kusini Pemba,first projection,2017-10-01,2017-12-31,5,0,0
Oct 2022,UGA,44212800,Karamoja sub-region,current,2022-06-01,2022-08-31,all,1245600,1.0
Oct 2022,UGA,44212800,Karamoja sub-region,current,2022-06-01,2022-08-31,3+,314675,0.25
Oct 2022,UGA,44212800,Karamoja sub-region,current,2022-06-01,2022-08-31,1,431085,0.35
Oct 2022,UGA,44212800,Karamoja sub-region,current,2022-06-01,2022-08-31,2,499840,0.4
Oct 2022,UGA,44212800,Karamoja sub-region,current,2022-06-01,2022-08-31,3,276290,0.22
Oct 2022,UGA,44212800,Karamoja sub-region,current,2022-06-01,2022-08-31,4,38385,0.03
Oct 2022,UGA,44212800,Karamoja sub-region,current,2022-06-01,2022-08-31,5,0,0
Oct 2022,UGA,44212800,Karamoja sub-region,first projection,2022-09-01,2023-01-31,all,1245600,1.0
Oct 2022,UGA,44212800,Karamoja sub-region,first projection,2022-09-01,2023-01-31,3+,308910,0.25
Oct 2022,UGA,44212800,Karamoja sub-region,first projection,2022-09-01,2023-01-31,1,401495,0.32
Oct 2022,UGA,44212800,Karamoja sub-region,first projection,2022-09-01,2023-01-31,2,535195,0.43
Oct 2022,UGA,44212800,Karamoja sub-region,first projection,2022-09-01,2023-01-31,3,273795,0.22
Oct 2022,UGA,44212800,Karamoja sub-region,first projection,2022-09-01,2023-01-31,4,35115,0.03
Oct 2022,UGA,44212800,Karamoja sub-region,first projection,2022-09-01,2023-01-31,5,0,0
Oct 2022,UGA,44212800,Teso sub-region,current,2022-06-01,2022-08-31,all,2097900,1.0
Oct 2022,UGA,44212800,Teso sub-region,current,2022-06-01,2022-08-31,3+,625155,0.3
Oct 2022,UGA,44212800,Teso sub-region,current,2022-06-01,2022-08-31,1,690800,0.33
Oct 2022,UGA,44212800,Teso sub-region,current,2022-06-01,2022-08-31,2,781945,0.37
Oct 2022,UGA,44212800,Teso sub-region,current,2022-06-01,2022-08-31,3,520260,0.25
Oct 2022,UGA,44212800,Teso sub-region,current,2022-06-01,2022-08-31,4,104895,0.05
Oct 2022,UGA,44212800,Teso sub-region,current,2022-06-01,2022-08-31,5,0,0
Oct 2022,UGA,44212800,Teso sub-region,first projection,2022-09-01,2023-01-31,all,2097900,1.0
Oct 2022,UGA,44212800,Teso sub-region,first projection,2022-09-01,2023-01-31,3+,319715,0.15
Oct 2022,UGA,44212800,Teso sub-region,first projection,2022-09-01,2023-01-31,1,814160,0.39
Oct 2022,UGA,44212800,Teso sub-region,first projection,2022-09-01,2023-01-31,2,964025,0.46
Oct 2022,UGA,44212800,Teso sub-region,first projection,2022-09-01,2023-01-31,3,312545,0.15
Oct 2022,UGA,44212800,Teso sub-region,first projection,2022-09-01,2023-01-31,4,7170,0
Oct 2022,UGA,44212800,Teso sub-region,first projection,2022-09-01,2023-01-31,5,0,0
Oct 2022,UGA,44212800,Refugee hosting districts,current,2022-06-01,2022-08-31,all,4104100,1.0
Oct 2022,UGA,44212800,Refugee hosting districts,current,2022-06-01,2022-08-31,3+,856950,0.21
Oct 2022,UGA,44212800,Refugee hosting districts,current,2022-06-01,2022-08-31,1,2202630,0.54
Oct 2022,UGA,44212800,Refugee hosting districts,current,2022-06-01,2022-08-31,2,1044520,0.25
Oct 2022,UGA,44212800,Refugee hosting districts,current,2022-06-01,2022-08-31,3,747485,0.18
Oct 2022,UGA,44212800,Refugee hosting districts,current,2022-06-01,2022-08-31,4,109465,0.03
Oct 2022,UGA,44212800,Refugee hosting districts,current,2022-06-01,2022-08-31,5,0,0
Oct 2022,UGA,44212800,Refugee hosting districts,first projection,2022-09-01,2023-01-31,all,4104100,1.0
Oct 2022,UGA,44212800,Refugee hosting districts,first projection,2022-09-01,2023-01-31,3+,472895,0.11
Oct 2022,UGA,44212800,Refugee hosting districts,first projection,2022-09-01,2023-01-31,1,2577180,0.63
Oct 2022,UGA,44212800,Refugee hosting districts,first projection,2022-09-01,2023-01-31,2,1054025,0.26
Oct 2022,UGA,44212800,Refugee hosting districts,first projection,2022-09-01,2023-01-31,3,464255,0.11
Oct 2022,UGA,44212800,Refugee hosting districts,first projection,2022-09-01,2023-01-31,4,8640,0
Oct 2022,UGA,44212800,Refugee hosting districts,first projection,2022-09-01,2023-01-31,5,0,0
Jun 2020,UGA,45741000,Refugee hosting districts,current,2020-06-01,2020-08-31,all,4310700,1.0
Jun 2020,UGA,45741000,Refugee hosting districts,current,2020-06-01,2020-08-31,3+,995355,0.23
Jun 2020,UGA,45741000,Refugee hosting districts,current,2020-06-01,2020-08-31,1,1735000,0.4
Jun 2020,UGA,45741000,Refugee hosting districts,current,2020-06-01,2020-08-31,2,1580345,0.37
Jun 2020,UGA,45741000,Refugee hosting districts,current,2020-06-01,2020-08-31,3,791020,0.18
Jun 2020,UGA,45741000,Refugee hosting districts,current,2020-06-01,2020-08-31,4,204335,0.05
Jun 2020,UGA,45741000,Refugee hosting districts,current,2020-06-01,2020-08-31,5,0,0
Jun 2020,UGA,45741000,Refugee hosting districts,first projection,2020-09-01,2021-01-31,all,4310700,1.0
Jun 2020,UGA,45741000,Refugee hosting districts,first projection,2020-09-01,2021-01-31,3+,714220,0.17
Jun 2020,UGA,45741000,Refugee hosting districts,first projection,2020-09-01,2021-01-31,1,1842845,0.43
Jun 2020,UGA,45741000,Refugee hosting districts,first projection,2020-09-01,2021-01-31,2,1753635,0.41
Jun 2020,UGA,45741000,Refugee hosting districts,first projection,2020-09-01,2021-01-31,3,642950,0.15
Jun 2020,UGA,45741000,Refugee hosting districts,first projection,2020-09-01,2021-01-31,4,71270,0.02
Jun 2020,UGA,45741000,Refugee hosting districts,first projection,2020-09-01,2021-01-31,5,0,0
Jun 2020,UGA,45741000,Karamoja,current,2020-06-01,2020-08-31,all,1168600,1.0
Jun 2020,UGA,45741000,Karamoja,current,2020-06-01,2020-08-31,3+,312875,0.27
Jun 2020,UGA,45741000,Karamoja,current,2020-06-01,2020-08-31,1,379550,0.32
Jun 2020,UGA,45741000,Karamoja,current,2020-06-01,2020-08-31,2,476175,0.41
Jun 2020,UGA,45741000,Karamoja,current,2020-06-01,2020-08-31,3,256100,0.22
Jun 2020,UGA,45741000,Karamoja,current,2020-06-01,2020-08-31,4,56775,0.05
Jun 2020,UGA,45741000,Karamoja,current,2020-06-01,2020-08-31,5,0,0
Jun 2020,UGA,45741000,Karamoja,first projection,2020-09-01,2021-01-31,all,1168600,1.0
Jun 2020,UGA,45741000,Karamoja,first projection,2020-09-01,2021-01-31,3+,182425,0.16
Jun 2020,UGA,45741000,Karamoja,first projection,2020-09-01,2021-01-31,1,509735,0.44
Jun 2020,UGA,45741000,Karamoja,first projection,2020-09-01,2021-01-31,2,476440,0.41
Jun 2020,UGA,45741000,Karamoja,first projection,2020-09-01,2021-01-31,3,171670,0.15
Jun 2020,UGA,45741000,Karamoja,first projection,2020-09-01,2021-01-31,4,10755,0.01
Jun 2020,UGA,45741000,Karamoja,first projection,2020-09-01,2021-01-31,5,0,0
Jun 2020,UGA,45741000,Urban Centers,current,2020-06-01,2020-08-31,all,2900798,1.0
Jun 2020,UGA,45741000,Urban Centers,current,2020-06-01,2020-08-31,3+,542785,0.19
Jun 2020,UGA,45741000,Urban Centers,current,2020-06-01,2020-08-31,1,1334709,0.46
Jun 2020,UGA,45741000,Urban Centers,current,2020-06-01,2020-08-31,2,1023305,0.35
Jun 2020,UGA,45741000,Urban Centers,current,2020-06-01,2020-08-31,3,373110,0.13
Jun 2020,UGA,45741000,Urban Centers,current,2020-06-01,2020-08-31,4,169675,0.06
Jun 2020,UGA,45741000,Urban Centers,current,2020-06-01,2020-08-31,5,0,0
Jun 2020,UGA,45741000,Urban Centers,first projection,2020-09-01,2021-01-31,all,2900798,1.0
Jun 2020,UGA,45741000,Urban Centers,first projection,2020-09-01,2021-01-31,3+,359315,0.12
Jun 2020,UGA,45741000,Urban Centers,first projection,2020-09-01,2021-01-31,1,1358809,0.47
Jun 2020,UGA,45741000,Urban Centers,first projection,2020-09-01,2021-01-31,2,1182674,0.41
Jun 2020,UGA,45741000,Urban Centers,first projection,2020-09-01,2021-01-31,3,244700,0.08
Jun 2020,UGA,45741000,Urban Centers,first projection,2020-09-01,2021-01-31,4,114615,0.04
Jun 2020,UGA,45741000,Urban Centers,first projection,2020-09-01,2021-01-31,5,0,0
Jun 2020,UGA,45741000,Refugee Settlements,current,2020-06-01,2020-08-31,all,1423255,1.0
Jun 2020,UGA,45741000,Refugee Settlements,current,2020-06-01,2020-08-31,3+,459493,0.33
Jun 2020,UGA,45741000,Refugee Settlements,current,2020-06-01,2020-08-31,1,458588,0.32
Jun 2020,UGA,45741000,Refugee Settlements,current,2020-06-01,2020-08-31,2,505174,0.35
Jun 2020,UGA,45741000,Refugee Settlements,current,2020-06-01,2020-08-31,3,351514,0.25
Jun 2020,UGA,45741000,Refugee Settlements,current,2020-06-01,2020-08-31,4,107980,0.08
Jun 2020,UGA,45741000,Refugee Settlements,current,2020-06-01,2020-08-31,5,0,0
Jun 2020,UGA,45741000,Refugee Settlements,first projection,2020-09-01,2021-01-31,all,1423255,1.0
Jun 2020,UGA,45741000,Refugee Settlements,first projection,2020-09-01,2021-01-31,3+,494687,0.34
Jun 2020,UGA,45741000,Refugee Settlements,first projection,2020-09-01,2021-01-31,1,442143,0.31
Jun 2020,UGA,45741000,Refugee Settlements,first projection,2020-09-01,2021-01-31,2,486425,0.34
Jun 2020,UGA,45741000,Refugee Settlements,first projection,2020-09-01,2021-01-31,3,403497,0.28
Jun 2020,UGA,45741000,Refugee Settlements,first projection,2020-09-01,2021-01-31,4,91190,0.06
Jun 2020,UGA,45741000,Refugee Settlements,first projection,2020-09-01,2021-01-31,5,0,0
Jun 2020,UGA,45741000,Kampala City,current,2020-06-01,2020-08-31,all,1680600,1.0
Jun 2020,UGA,45741000,Kampala City,current,2020-06-01,2020-08-31,3+,292340,0.17
Jun 2020,UGA,45741000,Kampala City,current,2020-06-01,2020-08-31,1,658095,0.39
Jun 2020,UGA,45741000,Kampala City,current,2020-06-01,2020-08-31,2,730165,0.43
Jun 2020,UGA,45741000,Kampala City,current,2020-06-01,2020-08-31,3,208310,0.12
Jun 2020,UGA,45741000,Kampala City,current,2020-06-01,2020-08-31,4,84030,0.05
Jun 2020,UGA,45741000,Kampala City,current,2020-06-01,2020-08-31,5,0,0
Jun 2020,UGA,45741000,Kampala City,first projection,2020-09-01,2021-01-31,all,1680600,1.0
Jun 2020,UGA,45741000,Kampala City,first projection,2020-09-01,2021-01-31,3+,252090,0.15
Jun 2020,UGA,45741000,Kampala City,first projection,2020-09-01,2021-01-31,1,784855,0.47
Jun 2020,UGA,45741000,Kampala City,first projection,2020-09-01,2021-01-31,2,643655,0.38
Jun 2020,UGA,45741000,Kampala City,first projection,2020-09-01,2021-01-31,3,168060,0.1
Jun 2020,UGA,45741000,Kampala City,first projection,2020-09-01,2021-01-31,4,84030,0.05
Jun 2020,UGA,45741000,Kampala City,first projection,2020-09-01,2021-01-31,5,0,0
Oct 2018,UGA,42729000,Teso sub-region,current,2018-10-01,2018-12-31,all,1489900,1.0
Oct 2018,UGA,42729000,Teso sub-region,current,2018-10-01,2018-12-31,3+,117499,0.08
Oct 2018,UGA,42729000,Teso sub-region,current,2018-10-01,2018-12-31,1,657600,0.44
Oct 2018,UGA,42729000,Teso sub-region,current,2018-10-01,2018-12-31,2,714801,0.48
Oct 2018,UGA,42729000,Teso sub-region,current,2018-10-01,2018-12-31,3,117499,0.08
Oct 2018,UGA,42729000,Teso sub-region,current,2018-10-01,2018-12-31,4,0,0
Oct 2018,UGA,42729000,Teso sub-region,current,2018-10-01,2018-12-31,5,0,0
Oct 2018,UGA,42729000,Teso sub-region,first projection,2019-01-01,2019-03-31,all,1489900,1.0
Oct 2018,UGA,42729000,Teso sub-region,first projection,2019-01-01,2019-03-31,3+,236000,0.16
Oct 2018,UGA,42729000,Teso sub-region,first projection,2019-01-01,2019-03-31,1,488800,0.33
Oct 2018,UGA,42729000,Teso sub-region,first projection,2019-01-01,2019-03-31,2,765100,0.51
Oct 2018,UGA,42729000,Teso sub-region,first projection,2019-01-01,2019-03-31,3,236000,0.16
Oct 2018,UGA,42729000,Teso sub-region,first projection,2019-01-01,2019-03-31,4,0,0
Oct 2018,UGA,42729000,Teso sub-region,first projection,2019-01-01,2019-03-31,5,0,0
Oct 2018,UGA,42729000,Karamoja sub-region,current,2018-10-01,2018-12-31,all,1094800,1.0
Oct 2018,UGA,42729000,Karamoja sub-region,current,2018-10-01,2018-12-31,3+,159766,0.15
Oct 2018,UGA,42729000,Karamoja sub-region,current,2018-10-01,2018-12-31,1,328192,0.3
Oct 2018,UGA,42729000,Karamoja sub-region,current,2018-10-01,2018-12-31,2,606842,0.55
Oct 2018,UGA,42729000,Karamoja sub-region,current,2018-10-01,2018-12-31,3,159766,0.15
